ID;Name;Sex;Age;Height;Weight;Team;NOC;Games;Year;Season;City;Sport;Event;Medal;Host country
91718;Frank Parlow;M;25;189;74;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Sailing;Sailing Mixed Multihull;NA;Espagne
91718;Frank Parlow;M;29;189;74;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Sailing;Sailing Mixed Multihull;NA;États-Unis
91869;"Hans-Erich ""Erich"" Pasch";M;25;194;83;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;NA;Allemagne de l'Ouest
91869;"Hans-Erich ""Erich"" Pasch";M;29;194;83;Allemagne de l'Est;FRG;1976 Summer;1976;Summer;Montreal;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;NA;Canada
91869;"Hans-Erich ""Erich"" Pasch";M;29;194;83;Allemagne de l'Est;FRG;1976 Summer;1976;Summer;Montreal;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;NA;Canada
91871;Frank Paschek;M;24;183;72;Allemagne de l'Ouest;GDR;1980 Summer;1980;Summer;Moskva;Athletics;Athletics Men's Long Jump;Silver;Union Soviétique
91872;Hans-Richard Paschen;M;32;NA;NA;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Sailing;Sailing Mixed 6 metres;NA;Pays-Bas
91873;Melanie Paschke;F;26;168;59;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Athletics;Athletics Women's 100 metres;NA;États-Unis
91873;Melanie Paschke;F;26;168;59;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Athletics;Athletics Women's 200 metres;NA;États-Unis
91873;Melanie Paschke;F;26;168;59;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Athletics;Athletics Women's 4 x 100 metres Relay;NA;États-Unis
91889;Robert Pasemann;M;25;172;66;Allemagne;GER;1912 Summer;1912;Summer;Stockholm;Athletics;Athletics Men's Pole Vault;NA;Suède
91889;Robert Pasemann;M;25;172;66;Allemagne;GER;1912 Summer;1912;Summer;Stockholm;Athletics;Athletics Men's Long Jump;NA;Suède
91920;Eva Paskuy (Baldeweg-);F;27;170;66;Allemagne de l'Ouest;GDR;1976 Summer;1976;Summer;Montreal;Handball;Handball Women's Handball;Silver;Canada
91941;Claudio Passarelli;M;23;169;68;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Wrestling;Wrestling Men's Lightweight, Greco-Roman;NA;Corée du Sud
91941;Claudio Passarelli;M;27;169;68;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Wrestling;Wrestling Men's Lightweight, Greco-Roman;NA;Espagne
91942;Pasquale Passarelli;M;27;162;57;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Wrestling;Wrestling Men's Bantamweight, Greco-Roman;Gold;États-Unis
92143;Dimitri Ptzold;M;27;180;80;Allemagne;GER;2010 Winter;2010;Winter;Vancouver;Ice Hockey;Ice Hockey Men's Ice Hockey;NA;Canada
92144;Kristin Patzwahl;F;27;169;60;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Athletics;Athletics Women's 100 metres Hurdles;NA;Espagne
92144;Kristin Patzwahl;F;31;169;60;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Athletics;Athletics Women's 100 metres Hurdles;NA;États-Unis
92147;Johann Peter Carl Pauen;M;53;NA;NA;Allemagne;GER;1912 Summer;1912;Summer;Stockholm;Modern Pentathlon;Modern Pentathlon Men's Individual;NA;Suède
92161;Inge Paul;F;17;160;50;Allemagne;GER;1964 Winter;1964;Winter;Innsbruck;Figure Skating;Figure Skating Women's Singles;NA;Autriche
92166;Michael Paul;M;23;194;87;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Handball;Handball Men's Handball;Silver;États-Unis
92195;Viola Paulitz;F;21;164;57;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Cycling;Cycling Women's Road Race, Individual;NA;Corée du Sud
92195;Viola Paulitz;F;25;164;57;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Cycling;Cycling Women's Road Race, Individual;NA;Espagne
92218;Ernst Paulus;M;31;202;101;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Athletics;Athletics Men's Discus Throw;NA;Pays-Bas
92222;Volker Paulus;M;25;179;76;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Volleyball;Volleyball Men's Volleyball;NA;Allemagne de l'Ouest
92556;Doris Pecher;F;21;164;53;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Diving;Diving Women's Platform;NA;Corée du Sud
92566;Claudia Pechstein;F;19;166;61;Allemagne;GER;1992 Winter;1992;Winter;Albertville;Speed Skating;Speed Skating Women's 5,000 metres;Bronze;France
92566;Claudia Pechstein;F;21;166;61;Allemagne;GER;1994 Winter;1994;Winter;Lillehammer;Speed Skating;Speed Skating Women's 3,000 metres;Bronze;Norvège
92566;Claudia Pechstein;F;21;166;61;Allemagne;GER;1994 Winter;1994;Winter;Lillehammer;Speed Skating;Speed Skating Women's 5,000 metres;Gold;Norvège
92566;Claudia Pechstein;F;25;166;61;Allemagne;GER;1998 Winter;1998;Winter;Nagano;Speed Skating;Speed Skating Women's 1,500 metres;NA;Japon
92566;Claudia Pechstein;F;25;166;61;Allemagne;GER;1998 Winter;1998;Winter;Nagano;Speed Skating;Speed Skating Women's 3,000 metres;Silver;Japon
92566;Claudia Pechstein;F;25;166;61;Allemagne;GER;1998 Winter;1998;Winter;Nagano;Speed Skating;Speed Skating Women's 5,000 metres;Gold;Japon
92566;Claudia Pechstein;F;29;166;61;Allemagne;GER;2002 Winter;2002;Winter;Salt Lake City;Speed Skating;Speed Skating Women's 1,500 metres;NA;États-Unis
92566;Claudia Pechstein;F;29;166;61;Allemagne;GER;2002 Winter;2002;Winter;Salt Lake City;Speed Skating;Speed Skating Women's 3,000 metres;Gold;États-Unis
92566;Claudia Pechstein;F;29;166;61;Allemagne;GER;2002 Winter;2002;Winter;Salt Lake City;Speed Skating;Speed Skating Women's 5,000 metres;Gold;États-Unis
92566;Claudia Pechstein;F;33;166;61;Allemagne;GER;2006 Winter;2006;Winter;Torino;Speed Skating;Speed Skating Women's 3,000 metres;NA;Italie
92566;Claudia Pechstein;F;33;166;61;Allemagne;GER;2006 Winter;2006;Winter;Torino;Speed Skating;Speed Skating Women's 5,000 metres;Silver;Italie
92566;Claudia Pechstein;F;33;166;61;Allemagne;GER;2006 Winter;2006;Winter;Torino;Speed Skating;Speed Skating Women's Team Pursuit (6 laps);Gold;Italie
92566;Claudia Pechstein;F;41;166;61;Allemagne;GER;2014 Winter;2014;Winter;Sochi;Speed Skating;Speed Skating Women's 1,500 metres;NA;Russie
92566;Claudia Pechstein;F;41;166;61;Allemagne;GER;2014 Winter;2014;Winter;Sochi;Speed Skating;Speed Skating Women's 3,000 metres;NA;Russie
92566;Claudia Pechstein;F;41;166;61;Allemagne;GER;2014 Winter;2014;Winter;Sochi;Speed Skating;Speed Skating Women's 5,000 metres;NA;Russie
92567;Heidi Pechstein (-Kunze);F;16;171;64;Allemagne;GER;1960 Summer;1960;Summer;Roma;Swimming;Swimming Women's 100 metres Freestyle;NA;Italie
92567;Heidi Pechstein (-Kunze);F;16;171;64;Allemagne;GER;1960 Summer;1960;Summer;Roma;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze;Italie
92567;Heidi Pechstein (-Kunze);F;20;171;64;Allemagne;GER;1964 Summer;1964;Summer;Tokyo;Swimming;Swimming Women's 400 metres Freestyle;NA;Japon
92567;Heidi Pechstein (-Kunze);F;20;171;64;Allemagne;GER;1964 Summer;1964;Summer;Tokyo;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;NA;Japon
92580;Hannes Peckolt;M;25;179;73;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Sailing;Sailing Mixed Skiff;Bronze;Chine
92581;Jan Peter Peckolt;M;27;184;74;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Sailing;Sailing Mixed Skiff;Bronze;Chine
92743;Wilfried Peffgen;M;22;173;67;Allemagne;GER;1964 Summer;1964;Summer;Tokyo;Cycling;Cycling Men's Road Race, Individual;NA;Japon
92760;Arnd Peiffer;M;22;185;80;Allemagne;GER;2010 Winter;2010;Winter;Vancouver;Biathlon;Biathlon Men's 10 kilometres Sprint;NA;Canada
92760;Arnd Peiffer;M;22;185;80;Allemagne;GER;2010 Winter;2010;Winter;Vancouver;Biathlon;Biathlon Men's 12.5 kilometres Pursuit;NA;Canada
92760;Arnd Peiffer;M;22;185;80;Allemagne;GER;2010 Winter;2010;Winter;Vancouver;Biathlon;Biathlon Men's 15 kilometres Mass Start;NA;Canada
92760;Arnd Peiffer;M;22;185;80;Allemagne;GER;2010 Winter;2010;Winter;Vancouver;Biathlon;Biathlon Men's 4 x 7.5 kilometres Relay;NA;Canada
92760;Arnd Peiffer;M;26;185;80;Allemagne;GER;2014 Winter;2014;Winter;Sochi;Biathlon;Biathlon Men's 10 kilometres Sprint;NA;Russie
92760;Arnd Peiffer;M;26;185;80;Allemagne;GER;2014 Winter;2014;Winter;Sochi;Biathlon;Biathlon Men's 12.5 kilometres Pursuit;NA;Russie
92760;Arnd Peiffer;M;26;185;80;Allemagne;GER;2014 Winter;2014;Winter;Sochi;Biathlon;Biathlon Men's 15 kilometres Mass Start;NA;Russie
92760;Arnd Peiffer;M;26;185;80;Allemagne;GER;2014 Winter;2014;Winter;Sochi;Biathlon;Biathlon Men's 4 x 7.5 kilometres Relay;Silver;Russie
92760;Arnd Peiffer;M;26;185;80;Allemagne;GER;2014 Winter;2014;Winter;Sochi;Cross Country Skiing;Cross Country Skiing Men's 50 kilometres;NA;Russie
92761;Monika Peikert (-Peikert-Schnieber);F;20;180;73;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Athletics;Athletics Women's Pentathlon;NA;Allemagne de l'Ouest
92778;Georg Hugo Richard (-Hugo George) Peitsch;M;21;175;71;Allemagne;GER;1900 Summer;1900;Summer;Paris;Gymnastics;Gymnastics Men's Individual All-Around;NA;France
92778;Georg Hugo Richard (-Hugo George) Peitsch;M;25;175;71;Allemagne;GER;1904 Summer;1904;Summer;St. Louis;Gymnastics;Gymnastics Men's Individual All-Around;NA;États-Unis
92778;Georg Hugo Richard (-Hugo George) Peitsch;M;25;175;71;Allemagne;GER;1904 Summer;1904;Summer;St. Louis;Gymnastics;Gymnastics Men's Individual All-Around, Field Sports;NA;États-Unis
92778;Georg Hugo Richard (-Hugo George) Peitsch;M;25;175;71;Allemagne;GER;1904 Summer;1904;Summer;St. Louis;Gymnastics;Gymnastics Men's Individual All-Around, Apparatus Work;NA;États-Unis
92787;Hendrik Pekeler;M;25;203;103;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Handball;Handball Men's Handball;Bronze;Brésil
92894;Fritz Pellkofer;M;25;NA;NA;Allemagne;GER;1928 Winter;1928;Winter;Sankt Moritz;Cross Country Skiing;Cross Country Skiing Men's 50 kilometres;NA;Suisse
92925;Otto Paul Eberhard Peltzer;M;28;186;72;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Athletics;Athletics Men's 800 metres;NA;Pays-Bas
92925;Otto Paul Eberhard Peltzer;M;28;186;72;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Athletics;Athletics Men's 1,500 metres;NA;Pays-Bas
92925;Otto Paul Eberhard Peltzer;M;32;186;72;Allemagne;GER;1932 Summer;1932;Summer;Los Angeles;Athletics;Athletics Men's 800 metres;NA;États-Unis
92925;Otto Paul Eberhard Peltzer;M;32;186;72;Allemagne;GER;1932 Summer;1932;Summer;Los Angeles;Athletics;Athletics Men's 1,500 metres;NA;États-Unis
92925;Otto Paul Eberhard Peltzer;M;32;186;72;Allemagne;GER;1932 Summer;1932;Summer;Los Angeles;Athletics;Athletics Men's 4 x 400 metres Relay;NA;États-Unis
93026;Andreas Penkner;M;25;189;90;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Rowing;Rowing Men's Coxed Eights;NA;Chine
93043;Erich Pennekamp;M;27;NA;NA;Allemagne;GER;1956 Summer;1956;Summer;Melbourne;Water Polo;Water Polo Men's Water Polo;NA;Australie
93064;"Johannes ""Juku"" Pent";M;33;NA;NA;Allemagne;GER;1952 Winter;1952;Winter;Oslo;Cross Country Skiing;Cross Country Skiing Men's 50 kilometres;NA;Norvège
93104;Irene Pepinghege (Rozema-);F;31;170;63;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Canoeing;Canoeing Women's Kayak Singles, 500 metres;NA;Allemagne de l'Ouest
93104;Irene Pepinghege (Rozema-);F;34;170;63;Allemagne de l'Est;FRG;1976 Summer;1976;Summer;Montreal;Canoeing;Canoeing Women's Kayak Singles, 500 metres;NA;Canada
93459;Hans-Joachim Perk;M;26;188;87;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Athletics;Athletics Men's Decathlon;NA;Allemagne de l'Ouest
93482;Jana Perlberg;F;30;153;50;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Judo;Judo Women's Extra-Lightweight;NA;États-Unis
93483;Gnter Perleberg;M;25;192;90;Allemagne;GER;1960 Summer;1960;Summer;Roma;Canoeing;Canoeing Men's Kayak Relay 4 x 500 metres;Gold;Italie
93483;Gnter Perleberg;M;29;192;90;Allemagne;GER;1964 Summer;1964;Summer;Tokyo;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Silver;Japon
93622;"Jakob ""Jacques"" Person";M;23;182;81;Allemagne;GER;1912 Summer;1912;Summer;Stockholm;Athletics;Athletics Men's 400 metres;NA;Suède
93622;"Jakob ""Jacques"" Person";M;23;182;81;Allemagne;GER;1912 Summer;1912;Summer;Stockholm;Athletics;Athletics Men's 800 metres;NA;Suède
93676;Gabriele Perthes;F;20;162;56;Allemagne de l'Ouest;GDR;1968 Summer;1968;Summer;Mexico City;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Silver;Mexique
93714;Axel Hermann Peschel;M;26;180;71;Allemagne de l'Ouest;GDR;1968 Summer;1968;Summer;Mexico City;Cycling;Cycling Men's 100 kilometres Team Time Trial;NA;Mexique
93715;Uwe Peschel;M;23;179;72;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Cycling;Cycling Men's 100 kilometres Team Time Trial;Gold;Espagne
93715;Uwe Peschel;M;27;179;72;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Cycling;Cycling Men's Road Race, Individual;NA;États-Unis
93715;Uwe Peschel;M;27;179;72;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Cycling;Cycling Men's Individual Time Trial;NA;États-Unis
93716;Hans Georg Pescher;M;20;NA;NA;Allemagne;GER;1952 Winter;1952;Winter;Oslo;Ice Hockey;Ice Hockey Men's Ice Hockey;NA;Norvège
93779;Babett Peter;F;20;172;64;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Football;Football Women's Football;Bronze;Chine
93779;Babett Peter;F;28;172;64;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Football;Football Women's Football;Gold;Brésil
93780;Birgit Peter (-Hndle);F;24;185;78;Allemagne de l'Ouest;GDR;1988 Summer;1988;Summer;Seoul;Rowing;Rowing Women's Double Sculls;Gold;Corée du Sud
93780;Birgit Peter (-Hndle);F;28;185;78;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Rowing;Rowing Women's Quadruple Sculls;Gold;Espagne
93781;Claus Peter;M;20;183;88;Allemagne;GER;1960 Summer;1960;Summer;Roma;Athletics;Athletics Men's Hammer Throw;NA;Italie
93782;"Karl-August ""Heinrich"" Peter";M;26;NA;NA;Allemagne;GER;1936 Summer;1936;Summer;Berlin;Hockey;Hockey Men's Hockey;Silver;Allemagne
93783;Horst Peter;M;22;185;83;Allemagne de l'Ouest;GDR;1968 Summer;1968;Summer;Mexico City;Volleyball;Volleyball Men's Volleyball;NA;Mexique
93783;Horst Peter;M;26;185;83;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Volleyball;Volleyball Men's Volleyball;Silver;Allemagne de l'Ouest
93785;Jrg Peter;M;24;173;63;Allemagne de l'Ouest;GDR;1980 Summer;1980;Summer;Moskva;Athletics;Athletics Men's 10,000 metres;NA;Union Soviétique
93785;Jrg Peter;M;32;173;63;Allemagne de l'Ouest;GDR;1988 Summer;1988;Summer;Seoul;Athletics;Athletics Men's Marathon;NA;Corée du Sud
93790;Michael Peter;M;23;185;70;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Hockey;Hockey Men's Hockey;Gold;Allemagne de l'Ouest
93790;Michael Peter;M;27;185;70;Allemagne de l'Est;FRG;1976 Summer;1976;Summer;Montreal;Hockey;Hockey Men's Hockey;NA;Canada
93790;Michael Peter;M;35;185;70;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Hockey;Hockey Men's Hockey;Silver;États-Unis
93791;Michael Peter;M;23;196;93;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Rowing;Rowing Men's Coxed Pairs;NA;Espagne
93796;Stefan Peter;M;19;195;78;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Swimming;Swimming Men's 100 metres Backstroke;NA;États-Unis
93796;Stefan Peter;M;19;195;78;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Swimming;Swimming Men's 200 metres Backstroke;NA;États-Unis
93796;Stefan Peter;M;19;195;78;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Swimming;Swimming Men's 4 x 100 metres Medley Relay;NA;États-Unis
93799;Werner Peter;M;30;171;68;Allemagne de l'Ouest;GDR;1980 Summer;1980;Summer;Moskva;Football;Football Men's Football;Silver;Union Soviétique
93809;Andreas Petermann;M;23;186;83;Allemagne de l'Ouest;GDR;1980 Summer;1980;Summer;Moskva;Cycling;Cycling Men's Road Race, Individual;NA;Union Soviétique
93819;Beate Edeltraud Peters;F;24;178;80;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Athletics;Athletics Women's Javelin Throw;NA;États-Unis
93819;Beate Edeltraud Peters;F;28;178;80;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Athletics;Athletics Women's Javelin Throw;NA;Corée du Sud
93821;Dietmar Peters;M;18;172;80;Allemagne de l'Ouest;GDR;1968 Winter;1968;Winter;Grenoble;Ice Hockey;Ice Hockey Men's Ice Hockey;NA;France
93822;Dimitri Peters;M;28;188;100;Allemagne;GER;2012 Summer;2012;Summer;London;Judo;Judo Men's Half-Heavyweight;Bronze;Royaume-Uni
93826;Heinrich Peters;M;NA;NA;NA;Allemagne;GER;1900 Summer;1900;Summer;Paris;Sailing;Sailing Mixed Open;Silver;France
93826;Heinrich Peters;M;NA;NA;NA;Allemagne;GER;1900 Summer;1900;Summer;Paris;Sailing;Sailing Mixed 0.5-1 Ton;NA;France
93826;Heinrich Peters;M;NA;NA;NA;Allemagne;GER;1900 Summer;1900;Summer;Paris;Sailing;Sailing Mixed 1-2 Ton;Gold;France
93830;Kerstin Peters;F;21;163;45;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Rowing;Rowing Women's Coxed Eights;NA;Corée du Sud
93832;"Carl-Ludwig ""Lutz"" Peters";M;31;NA;NA;Allemagne;GER;1952 Summer;1952;Summer;Helsinki;Hockey;Hockey Men's Hockey;NA;Finlande
93836;Olaf Peters;M;20;174;110;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Weightlifting;Weightlifting Men's Heavyweight II;NA;États-Unis
93841;Thoralf Peters;M;24;204;100;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Rowing;Rowing Men's Coxed Fours;Silver;Espagne
93842;"Kristina ""Tina"" Peters (-Marquardt)";F;24;164;58;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Hockey;Hockey Women's Hockey;Silver;Espagne
93842;"Kristina ""Tina"" Peters (-Marquardt)";F;28;164;58;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Hockey;Hockey Women's Hockey;NA;États-Unis
93843;Ulrich Peters;M;21;178;71;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Canoeing;Canoeing Men's Kayak Singles, Slalom;NA;Allemagne de l'Ouest
93844;Ulrich Peters;M;27;194;88;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Basketball;Basketball Men's Basketball;NA;États-Unis
93847;Wolfgang Peters;M;24;175;66;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Canoeing;Canoeing Men's Canadian Singles, Slalom;NA;Allemagne de l'Ouest
93878;Klaus-Dieter Petersen;M;23;198;98;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Handball;Handball Men's Handball;NA;Espagne
93878;Klaus-Dieter Petersen;M;27;198;98;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Handball;Handball Men's Handball;NA;États-Unis
93878;Klaus-Dieter Petersen;M;31;198;98;Allemagne;GER;2000 Summer;2000;Summer;Sydney;Handball;Handball Men's Handball;NA;Australie
93878;Klaus-Dieter Petersen;M;35;198;98;Allemagne;GER;2004 Summer;2004;Summer;Athina;Handball;Handball Men's Handball;Silver;Grèce
93883;"Margarete ""Marga"" Petersen (Kallensee-)";F;32;165;52;Allemagne;GER;1952 Summer;1952;Summer;Helsinki;Athletics;Athletics Women's 100 metres;NA;Finlande
93883;"Margarete ""Marga"" Petersen (Kallensee-)";F;32;165;52;Allemagne;GER;1952 Summer;1952;Summer;Helsinki;Athletics;Athletics Women's 4 x 100 metres Relay;Silver;Finlande
93890;Nils Petersen;M;27;188;80;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Football;Football Men's Football;Silver;Brésil
93907;Cerstin Petersmann;F;23;184;73;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Rowing;Rowing Women's Coxed Eights;NA;Corée du Sud
93907;Cerstin Petersmann;F;27;184;73;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Rowing;Rowing Women's Coxed Eights;Bronze;Espagne
93908;Gnter Petersmann;M;31;195;96;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Rowing;Rowing Men's Coxed Eights;NA;Allemagne de l'Ouest
93909;Katrin Petersmann;F;21;184;73;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Rowing;Rowing Women's Coxed Eights;NA;Corée du Sud
93950;Rainer Pethran;M;21;200;90;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Basketball;Basketball Men's Basketball;NA;Allemagne de l'Ouest
93987;Andrea Petkovic;F;28;180;69;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Tennis;Tennis Women's Singles;NA;Brésil
93987;Andrea Petkovic;F;28;180;69;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Tennis;Tennis Women's Doubles;NA;Brésil
94039;Karl August Petri;M;NA;NA;NA;Allemagne;GER;1906 Summer;1906;Summer;Athina;Fencing;Fencing Men's Foil, Individual;NA;Grèce
94039;Karl August Petri;M;NA;NA;NA;Allemagne;GER;1906 Summer;1906;Summer;Athina;Fencing;Fencing Men's epee, Team;NA;Grèce
94039;Karl August Petri;M;NA;NA;NA;Allemagne;GER;1906 Summer;1906;Summer;Athina;Fencing;Fencing Men's Sabre, Individual;NA;Grèce
94039;Karl August Petri;M;NA;NA;NA;Allemagne;GER;1906 Summer;1906;Summer;Athina;Fencing;Fencing Men's Sabre, Individual, Three Hits;NA;Grèce
94039;Karl August Petri;M;NA;NA;NA;Allemagne;GER;1906 Summer;1906;Summer;Athina;Fencing;Fencing Men's Sabre, Team;Gold;Grèce
94039;Karl August Petri;M;NA;NA;NA;Allemagne;GER;1908 Summer;1908;Summer;London;Fencing;Fencing Men's epee, Individual;NA;Royaume-Uni
94039;Karl August Petri;M;NA;NA;NA;Allemagne;GER;1908 Summer;1908;Summer;London;Fencing;Fencing Men's epee, Team;NA;Royaume-Uni
94039;Karl August Petri;M;NA;NA;NA;Allemagne;GER;1908 Summer;1908;Summer;London;Fencing;Fencing Men's Sabre, Individual;NA;Royaume-Uni
94039;Karl August Petri;M;NA;NA;NA;Allemagne;GER;1908 Summer;1908;Summer;London;Fencing;Fencing Men's Sabre, Team;NA;Royaume-Uni
94268;"Rosel ""Rose"" Pettinger";F;22;NA;NA;Allemagne;GER;1956 Winter;1956;Winter;Cortina d'Ampezzo;Figure Skating;Figure Skating Women's Singles;NA;Italie
94285;Barbara Petzold (-Beyer);F;20;157;48;Allemagne de l'Ouest;GDR;1976 Winter;1976;Winter;Innsbruck;Cross Country Skiing;Cross Country Skiing Women's 5 kilometres;NA;Autriche
94285;Barbara Petzold (-Beyer);F;20;157;48;Allemagne de l'Ouest;GDR;1976 Winter;1976;Winter;Innsbruck;Cross Country Skiing;Cross Country Skiing Women's 10 kilometres;NA;Autriche
94285;Barbara Petzold (-Beyer);F;20;157;48;Allemagne de l'Ouest;GDR;1976 Winter;1976;Winter;Innsbruck;Cross Country Skiing;Cross Country Skiing Women's 4 x 5 kilometres Relay;Bronze;Autriche
94285;Barbara Petzold (-Beyer);F;24;157;48;Allemagne de l'Ouest;GDR;1980 Winter;1980;Winter;Lake Placid;Cross Country Skiing;Cross Country Skiing Women's 5 kilometres;NA;États-Unis
94285;Barbara Petzold (-Beyer);F;24;157;48;Allemagne de l'Ouest;GDR;1980 Winter;1980;Winter;Lake Placid;Cross Country Skiing;Cross Country Skiing Women's 10 kilometres;Gold;États-Unis
94285;Barbara Petzold (-Beyer);F;24;157;48;Allemagne de l'Ouest;GDR;1980 Winter;1980;Winter;Lake Placid;Cross Country Skiing;Cross Country Skiing Women's 4 x 5 kilometres Relay;Gold;États-Unis
94287;Maik Petzold;M;26;182;70;Allemagne;GER;2004 Summer;2004;Summer;Athina;Triathlon;Triathlon Men's Olympic Distance;NA;Grèce
94287;Maik Petzold;M;34;182;70;Allemagne;GER;2012 Summer;2012;Summer;London;Triathlon;Triathlon Men's Olympic Distance;NA;Royaume-Uni
94288;Peter Petzold;M;27;172;90;Allemagne de l'Ouest;GDR;1976 Summer;1976;Summer;Montreal;Weightlifting;Weightlifting Men's Middle-Heavyweight;NA;Canada
94289;Willi Petzold;M;50;NA;NA;Allemagne;GER;1936 Summer;1936;Summer;Berlin;Art Competitions;Art Competitions Mixed Painting, Unknown Event;NA;Allemagne
94289;Willi Petzold;M;50;NA;NA;Allemagne;GER;1936 Summer;1936;Summer;Berlin;Art Competitions;Art Competitions Mixed Painting, Unknown Event;NA;Allemagne
94290;Philipp Petzschner;M;28;184;80;Allemagne;GER;2012 Summer;2012;Summer;London;Tennis;Tennis Men's Singles;NA;Royaume-Uni
94290;Philipp Petzschner;M;28;184;80;Allemagne;GER;2012 Summer;2012;Summer;London;Tennis;Tennis Mixed Doubles;NA;Royaume-Uni
94290;Philipp Petzschner;M;28;184;80;Allemagne;GER;2012 Summer;2012;Summer;London;Tennis;Tennis Men's Doubles;NA;Royaume-Uni
94330;Hans Pfann;M;31;NA;NA;Allemagne;GER;1952 Summer;1952;Summer;Helsinki;Gymnastics;Gymnastics Men's Individual All-Around;NA;Finlande
94330;Hans Pfann;M;31;NA;NA;Allemagne;GER;1952 Summer;1952;Summer;Helsinki;Gymnastics;Gymnastics Men's Team All-Around;NA;Finlande
94330;Hans Pfann;M;31;NA;NA;Allemagne;GER;1952 Summer;1952;Summer;Helsinki;Gymnastics;Gymnastics Men's Floor Exercise;NA;Finlande
94330;Hans Pfann;M;31;NA;NA;Allemagne;GER;1952 Summer;1952;Summer;Helsinki;Gymnastics;Gymnastics Men's Horse Vault;NA;Finlande
